17,7682647;1;;R1-R2;*10^4;10000
17,7616043;4344;;0,0006199;6,199;
17,761692;4345;;8,77E-05;0,877;
17,7629261;4346;;0,0012341;12,341;
17,7631378;4347;;0,0002117;2,117;
17,7631607;4348;;2,29E-05;0,229;
17,7638645;4349;;0,0007038;7,038;
17,7644348;4350;;0,0005703;5,703;
17,7644844;4351;;4,96E-05;0,496;
17,7643127;4352;;-0,0001717;-1,717;
17,7659091;4353;;0,0015964;15,964;
17,7660331;4354;;0,000124;1,24;
17,7661437;4355;;0,0001106;1,106;
17,7660503;4356;;-9,34E-05;-0,934;
17,7663784;4357;;0,0003281;3,281;
17,7670936;4358;;0,0007152;7,152;
17,7673587;4359;;0,0002651;2,651;
17,7677192;4360;;0,0003605;3,605;
17,7678413;4361;;0,0001221;1,221;
17,768259;4362;;0,0004177;4,177;
17,768814;4363;;0,000555;5,55;
17,7695693;4364;;0,0007553;7,553;
17,7701873;4365;;0,000618;6,18;
17,7695693;4366;;-0,000618;-6,18;
17,7703742;4367;;0,0008049;8,049;
17,7707481;4368;;0,0003739;3,739;
17,7712326;4369;;0,0004845;4,845;
17,7715663;4370;;0,0003337;3,337;
17,77219;4371;;0,0006237;6,237;
17,7718925;4372;;-0,0002975;-2,975;
17,77252;4373;;0,0006275;6,275;
17,7725391;4374;;1,91E-05;0,191;
17,772583;4375;;4,39E-05;0,439;
17,7731437;4376;;0,0005607;5,607;
17,7740516;4377;;0,0009079;9,079;
17,7740287;4378;;-2,29E-05;-0,229;
17,7753276;4379;;0,0012989;12,989;
17,7754173;4380;;8,97E-05;0,897;
17,7760257;4381;;0,0006084;6,084;
17,7761859;4382;;0,0001602;1,602;
17,776678;4383;;0,0004921;4,921;
17,776329;4384;;-0,000349;-3,49;
17,7772331;4385;;0,0009041;9,041;
17,7774791;4386;;0,000246;2,46;
17,7773742;4387;;-0,0001049;-1,049;
17,7778015;4388;;0,0004273;4,273;
17,7789287;4389;;0,0011272;11,272;
17,7788257;4390;;-0,000103;-1,03;
17,7792778;4391;;0,0004521;4,521;
17,7791976;4392;;-8,02E-05;-0,802;
17,7800502;4393;;0,0008526;8,526;
17,7813091;4394;;0,0012589;12,589;
17,7815856;4395;;0,0002765;2,765;
17,781641;4396;;5,54E-05;0,554;
17,7817592;4397;;0,0001182;1,182;
17,7825202;4398;;0,000761;7,61;
17,7825126;4399;;-7,60E-06;-0,076;
17,7828216;4400;;0,000309;3,09;
17,7828712;4401;;4,96E-05;0,496;
17,7834568;4402;;0,0005856;5,856;
17,7841968;4403;;0,00074;7,4;
17,7843971;4404;;0,0002003;2,003;
17,7847137;4405;;0,0003166;3,166;
17,784729;4406;;1,53E-05;0,153;
17,785778;4407;;0,001049;10,49;
17,7859325;4408;;0,0001545;1,545;
17,786602;4409;;0,0006695;6,695;
17,786745;4410;;0,000143;1,43;
17,7870826;4411;;0,0003376;3,376;
17,7875671;4412;;0,0004845;4,845;
17,7878322;4413;;0,0002651;2,651;
17,7885437;4414;;0,0007115;7,115;
17,7884597;4415;;-8,40E-05;-0,84;
17,7891387;4416;;0,000679;6,79;
17,7896919;4417;;0,0005532;5,532;
17,790121;4418;;0,0004291;4,291;
17,7897491;4419;;-0,0003719;-3,719;
17,7900314;4420;;0,0002823;2,823;
17,7907867;4421;;0,0007553;7,553;
17,7911968;4422;;0,0004101;4,101;
17,7915287;4423;;0,0003319;3,319;
17,7922134;4424;;0,0006847;6,847;
17,7928276;4425;;0,0006142;6,142;
17,7929363;4426;;0,0001087;1,087;
17,7923583;4427;;-0,000578;-5,78;
17,7931423;4428;;0,000784;7,84;
17,7939548;4429;;0,0008125;8,125;
17,7941532;4430;;0,0001984;1,984;
17,7948989;4431;;0,0007457;7,457;
17,7951278;4432;;0,0002289;2,289;
17,7956886;4433;;0,0005608;5,608;
17,795557;4434;;-0,0001316;-1,316;
17,7957439;4435;;0,0001869;1,869;
17,7959175;4436;;0,0001736;1,736;
17,7965621;4437;;0,0006446;6,446;
17,7972431;4438;;0,000681;6,81;
17,7979774;4439;;0,0007343;7,343;
17,7977333;4440;;-0,0002441;-2,441;
17,7987308;4441;;0,0009975;9,975;
17,7988166;4442;;8,58E-05;0,858;
17,7990741;4443;;0,0002575;2,575;
17,7992649;4444;;0,0001908;1,908;
17,7993965;4445;;0,0001316;1,316;
17,7995376;4446;;0,0001411;1,411;
17,8000659;4447;;0,0005283;5,283;
17,8001403;4448;;7,44E-05;0,744;
17,8006458;4449;;0,0005055;5,055;
17,8019752;4450;;0,0013294;13,294;
17,802227;4451;;0,0002518;2,518;
17,8017349;4452;;-0,0004921;-4,921;
17,8022365;4453;;0,0005016;5,016;
17,802843;4454;;0,0006065;6,065;
17,8031291;4455;;0,0002861;2,861;
17,8033885;4456;;0,0002594;2,594;
17,8036537;4457;;0,0002652;2,652;
17,8047389;4458;;0,0010852;10,852;
17,8049373;4459;;0,0001984;1,984;
17,8051738;4460;;0,0002365;2,365;
17,805727;4461;;0,0005532;5,532;
17,8064441;4462;;0,0007171;7,171;
17,806158;4463;;-0,0002861;-2,861;
17,8068828;4464;;0,0007248;7,248;
17,8070449;4465;;0,0001621;1,621;
17,8077583;4466;;0,0007134;7,134;
17,8076648;4467;;-9,35E-05;-0,935;
17,8079032;4468;;0,0002384;2,384;
17,8089256;4469;;0,0010224;10,224;
17,8088798;4470;;-4,58E-05;-0,458;
17,8090286;4471;;0,0001488;1,488;
17,8093566;4472;;0,000328;3,28;
17,8102073;4473;;0,0008507;8,507;
17,8097915;4474;;-0,0004158;-4,158;
17,8099136;4475;;0,0001221;1,221;
17,8108386;4476;;0,000925;9,25;
17,81151;4477;;0,0006714;6,714;
17,8119125;4478;;0,0004025;4,025;
17,8123435;4479;;0,000431;4,31;
17,8129177;4480;;0,0005742;5,742;
17,8131713;4481;;0,0002536;2,536;
17,8135528;4482;;0,0003815;3,815;
17,8137626;4483;;0,0002098;2,098;
17,8142395;4484;;0,0004769;4,769;
17,8148593;4485;;0,0006198;6,198;
17,8149967;4486;;0,0001374;1,374;
17,8150405;4487;;4,38E-05;0,438;
17,815485;4488;;0,0004445;4,445;
17,8156032;4489;;0,0001182;1,182;
17,8162326;4490;;0,0006294;6,294;
17,8166942;4491;;0,0004616;4,616;
17,8169078;4492;;0,0002136;2,136;
17,8177032;4493;;0,0007954;7,954;
17,8185157;4494;;0,0008125;8,125;
17,8180713;4495;;-0,0004444;-4,444;
17,8189659;4496;;0,0008946;8,946;
17,8190517;4497;;8,58E-05;0,858;
17,8189716;4498;;-8,01E-05;-0,801;
17,8189315;4499;;-4,01E-05;-0,401;
17,8196239;4500;;0,0006924;6,924;
17,82024;4501;;0,0006161;6,161;
17,8206825;4502;;0,0004425;4,425;
17,8210506;4503;;0,0003681;3,681;
17,8212528;4504;;0,0002022;2,022;
17,8209762;4505;;-0,0002766;-2,766;
17,8226623;4506;;0,0016861;16,861;
17,8228778;4507;;0,0002155;2,155;
17,8231468;4508;;0,000269;2,69;
17,8232669;4509;;0,0001201;1,201;
17,8235702;4510;;0,0003033;3,033;
17,8236865;4511;;0,0001163;1,163;
17,8247241;4512;;0,0010376;10,376;
17,8243865;4513;;-0,0003376;-3,376;
17,8251228;4514;;0,0007363;7,363;
17,8252143;4515;;9,15E-05;0,915;
17,8259639;4516;;0,0007496;7,496;
17,8262119;4517;;0,000248;2,48;
17,8267345;4518;;0,0005226;5,226;
17,8266773;4519;;-5,72E-05;-0,572;
17,8270683;4520;;0,000391;3,91;
17,8271083;4521;;4,00E-05;0,4;
17,8283653;4522;;0,001257;12,57;
17,8290863;4523;;0,000721;7,21;
17,829401;4524;;0,0003147;3,147;
17,8299274;4525;;0,0005264;5,264;
17,8293819;4526;;-0,0005455;-5,455;
17,8300724;4527;;0,0006905;6,905;
17,8308429;4528;;0,0007705;7,705;
17,83078;4529;;-6,29E-05;-0,629;
17,8308525;4530;;7,25E-05;0,725;
17,8314437;4531;;0,0005912;5,912;
17,8320941;4532;;0,0006504;6,504;
17,8324298;4533;;0,0003357;3,357;
17,8329048;4534;;0,000475;4,75;
17,8321914;4535;;-0,0007134;-7,134;
17,8329715;4536;;0,0007801;7,801;
17,8337745;4537;;0,000803;8,03;
17,8342552;4538;;0,0004807;4,807;
17,8341846;4539;;-7,06E-05;-0,706;
17,8351287;4540;;0,0009441;9,441;
17,8356685;4541;;0,0005398;5,398;
17,8354282;4542;;-0,0002403;-2,403;
17,8355979;4543;;0,0001697;1,697;
17,835699;4544;;0,0001011;1,011;
17,8362007;4545;;0,0005017;5,017;
17,8367557;4546;;0,000555;5,55;
17,8368568;4547;;0,0001011;1,011;
17,8376331;4548;;0,0007763;7,763;
17,838293;4549;;0,0006599;6,599;
17,8382263;4550;;-6,67E-05;-0,667;
17,8387813;4551;;0,000555;5,55;
17,8387699;4552;;-1,14E-05;-0,114;
17,8390846;4553;;0,0003147;3,147;
17,8397293;4554;;0,0006447;6,447;
17,8397121;4555;;-1,72E-05;-0,172;
17,8404731;4556;;0,000761;7,61;
17,8405723;4557;;9,92E-05;0,992;
17,841053;4558;;0,0004807;4,807;
17,8413181;4559;;0,0002651;2,651;
17,8418312;4560;;0,0005131;5,131;
17,8423309;4561;;0,0004997;4,997;
17,8424091;4562;;7,82E-05;0,782;
17,843338;4563;;0,0009289;9,289;
17,8436336;4564;;0,0002956;2,956;
17,8438663;4565;;0,0002327;2,327;
17,8439445;4566;;7,82E-05;0,782;
17,8447055;4567;;0,000761;7,61;
17,844984;4568;;0,0002785;2,785;
17,8451747;4569;;0,0001907;1,907;
17,8449726;4570;;-0,0002021;-2,021;
17,8456916;4571;;0,000719;7,19;
17,8462162;4572;;0,0005246;5,246;
17,8464775;4573;;0,0002613;2,613;
17,846735;4574;;0,0002575;2,575;
17,8467254;4575;;-9,60E-06;-0,096;
17,8477115;4576;;0,0009861;9,861;
17,848114;4577;;0,0004025;4,025;
17,8482265;4578;;0,0001125;1,125;
17,848484;4579;;0,0002575;2,575;
17,8491477;4580;;0,0006637;6,637;
17,8496551;4581;;0,0005074;5,074;
17,8502349;4582;;0,0005798;5,798;
17,8503284;4583;;9,35E-05;0,935;
17,8502979;4584;;-3,05E-05;-0,305;
17,8506832;4585;;0,0003853;3,853;
17,8512077;4586;;0,0005245;5,245;
17,8518123;4587;;0,0006046;6,046;
17,8521366;4588;;0,0003243;3,243;
17,8531932;4589;;0,0010566;10,566;
17,8529186;4590;;-0,0002746;-2,746;
17,8532218;4591;;0,0003032;3,032;
17,8528938;4592;;-0,000328;-3,28;
17,8533935;4593;;0,0004997;4,997;
17,8543815;4594;;0,000988;9,88;
17,8541622;4595;;-0,0002193;-2,193;
17,8547172;4596;;0,000555;5,55;
17,8554515;4597;;0,0007343;7,343;
17,8562011;4598;;0,0007496;7,496;
17,8561115;4599;;-8,96E-05;-0,896;
17,856182;4600;;7,05E-05;0,705;
17,8566627;4601;;0,0004807;4,807;
17,8571662;4602;;0,0005035;5,035;
17,8570728;4603;;-9,34E-05;-0,934;
17,8579273;4604;;0,0008545;8,545;
17,8581008;4605;;0,0001735;1,735;
17,8586959;4606;;0,0005951;5,951;
17,8583602;4607;;-0,0003357;-3,357;
17,8593692;4608;;0,001009;10,09;
17,8593215;4609;;-4,77E-05;-0,477;
17,8603973;4610;;0,0010758;10,758;
17,8607673;4611;;0,00037;3,7;
17,8606567;4612;;-0,0001106;-1,106;
17,8608798;4613;;0,0002231;2,231;
17,8612346;4614;;0,0003548;3,548;
17,8618278;4615;;0,0005932;5,932;
17,862133;4616;;0,0003052;3,052;
17,8627243;4617;;0,0005913;5,913;
17,862236;4618;;-0,0004883;-4,883;
17,8628177;4619;;0,0005817;5,817;
17,8630447;4620;;0,000227;2,27;
17,8631992;4621;;0,0001545;1,545;
17,8639163;4622;;0,0007171;7,171;
17,8649024;4623;;0,0009861;9,861;
17,8650646;4624;;0,0001622;1,622;
17,8652687;4625;;0,0002041;2,041;
17,8655643;4626;;0,0002956;2,956;
17,8659572;4627;;0,0003929;3,929;
17,8662948;4628;;0,0003376;3,376;
17,8670787;4629;;0,0007839;7,839;
17,8668842;4630;;-0,0001945;-1,945;
17,8674316;4631;;0,0005474;5,474;
17,8681259;4632;;0,0006943;6,943;
17,8685741;4633;;0,0004482;4,482;
17,8685226;4634;;-5,15E-05;-0,515;
17,8688507;4635;;0,0003281;3,281;
17,8689498;4636;;9,91E-05;0,991;
17,8694591;4637;;0,0005093;5,093;
17,8697204;4638;;0,0002613;2,613;
17,8705444;4639;;0,000824;8,24;
17,8711318;4640;;0,0005874;5,874;
17,8702335;4641;;-0,0008983;-8,983;
17,8711643;4642;;0,0009308;9,308;
17,8717174;4643;;0,0005531;5,531;
17,871912;4644;;0,0001946;1,946;
17,8731021;4645;;0,0011901;11,901;
17,872734;4646;;-0,0003681;-3,681;
17,8736743;4647;;0,0009403;9,403;
17,8733768;4648;;-0,0002975;-2,975;
17,8738479;4649;;0,0004711;4,711;
17,8739166;4650;;6,87E-05;0,687;
17,8745403;4651;;0,0006237;6,237;
17,8756656;4652;;0,0011253;11,253;
17,8756656;4653;;0;0;
17,8751277;4654;;-0,0005379;-5,379;
17,8756732;4655;;0,0005455;5,455;
17,8765335;4656;;0,0008603;8,603;
17,8766899;4657;;0,0001564;1,564;
17,87751;4658;;0,0008201;8,201;
17,8781394;4659;;0,0006294;6,294;
17,87821;4660;;7,06E-05;0,706;
17,8781013;4661;;-0,0001087;-1,087;
17,8783245;4662;;0,0002232;2,232;
17,8789577;4663;;0,0006332;6,332;
17,8793506;4664;;0,0003929;3,929;
17,8794345;4665;;8,39E-05;0,839;
17,8792362;4666;;-0,0001983;-1,983;
17,8796157;4667;;0,0003795;3,795;
17,8801536;4668;;0,0005379;5,379;
17,8809432;4669;;0,0007896;7,896;
17,8811893;4670;;0,0002461;2,461;
17,8814182;4671;;0,0002289;2,289;
17,8815517;4672;;0,0001335;1,335;
17,8817005;4673;;0,0001488;1,488;
17,8821811;4674;;0,0004806;4,806;
17,882368;4675;;0,0001869;1,869;
17,8830089;4676;;0,0006409;6,409;
17,8837928;4677;;0,0007839;7,839;
17,8838081;4678;;1,53E-05;0,153;
17,8847465;4679;;0,0009384;9,384;
17,8850917;4680;;0,0003452;3,452;
17,8853816;4681;;0,0002899;2,899;
17,8852176;4682;;-0,000164;-1,64;
17,8856811;4683;;0,0004635;4,635;
17,8860244;4684;;0,0003433;3,433;
17,8860359;4685;;1,15E-05;0,115;
17,8867588;4686;;0,0007229;7,229;
17,8872299;4687;;0,0004711;4,711;
17,8871288;4688;;-0,0001011;-1,011;
17,8874397;4689;;0,0003109;3,109;
17,887762;4690;;0,0003223;3,223;
17,8882694;4691;;0,0005074;5,074;
17,8891448;4692;;0,0008754;8,754;
17,8897933;4693;;0,0006485;6,485;
17,8897857;4694;;-7,60E-06;-0,076;
17,8894653;4695;;-0,0003204;-3,204;
17,8896064;4696;;0,0001411;1,411;
17,8903064;4697;;0,0007;7;
17,8907566;4698;;0,0004502;4,502;
17,8905792;4699;;-0,0001774;-1,774;
17,8909454;4700;;0,0003662;3,662;
17,8915023;4701;;0,0005569;5,569;
17,8923912;4702;;0,0008889;8,889;
17,8924961;4703;;0,0001049;1,049;
17,8932952;4704;;0,0007991;7,991;
17,8932838;4705;;-1,14E-05;-0,114;
17,8939895;4706;;0,0007057;7,057;
17,894041;4707;;5,15E-05;0,515;
17,8945426;4708;;0,0005016;5,016;
17,894308;4709;;-0,0002346;-2,346;
17,8953304;4710;;0,0010224;10,224;
17,8954906;4711;;0,0001602;1,602;
17,8955249;4712;;3,43E-05;0,343;
17,895893;4713;;0,0003681;3,681;
17,8960208;4714;;0,0001278;1,278;
17,8967952;4715;;0,0007744;7,744;
17,8970165;4716;;0,0002213;2,213;
17,897274;4717;;0,0002575;2,575;
17,8977794;4718;;0,0005054;5,054;
17,8978843;4719;;0,0001049;1,049;
17,8987808;4720;;0,0008965;8,965;
17,8992214;4721;;0,0004406;4,406;
17,8995933;4722;;0,0003719;3,719;
17,8993339;4723;;-0,0002594;-2,594;
17,8993835;4724;;4,96E-05;0,496;
17,9004211;4725;;0,0010376;10,376;
17,900917;4726;;0,0004959;4,959;
17,9012947;4727;;0,0003777;3,777;
17,9009685;4728;;-0,0003262;-3,262;
17,9012947;4729;;0,0003262;3,262;
17,9020881;4730;;0,0007934;7,934;
17,9024028;4731;;0,0003147;3,147;
17,9029998;4732;;0,000597;5,97;
17,9025096;4733;;-0,0004902;-4,902;
17,9031772;4734;;0,0006676;6,676;
17,9036922;4735;;0,000515;5,15;
17,9039783;4736;;0,0002861;2,861;
17,9043979;4737;;0,0004196;4,196;
17,9051876;4738;;0,0007897;7,897;
17,9049453;4739;;-0,0002423;-2,423;
17,905405;4740;;0,0004597;4,597;
17,905178;4741;;-0,000227;-2,27;
17,9058647;4742;;0,0006867;6,867;
17,9064254;4743;;0,0005607;5,607;
17,9065837;4744;;0,0001583;1,583;
17,9072856;4745;;0,0007019;7,019;
17,9073944;4746;;0,0001088;1,088;
17,9073772;4747;;-1,72E-05;-0,172;
17,9079017;4748;;0,0005245;5,245;
17,9086685;4749;;0,0007668;7,668;
17,9086647;4750;;-3,80E-06;-0,038;
17,9099216;4751;;0,0012569;12,569;
17,9096717;4752;;-0,0002499;-2,499;
17,9102668;4753;;0,0005951;5,951;
17,9104099;4754;;0,0001431;1,431;
17,910305;4755;;-0,0001049;-1,049;
17,9113426;4756;;0,0010376;10,376;
17,9117527;4757;;0,0004101;4,101;
17,9122009;4758;;0,0004482;4,482;
17,9118309;4759;;-0,00037;-3,7;
17,9121952;4760;;0,0003643;3,643;
17,9123229;4761;;0,0001277;1,277;
17,9129352;4762;;0,0006123;6,123;
17,9130878;4763;;0,0001526;1,526;
17,9129428;4764;;-0,000145;-1,45;
17,9137687;4765;;0,0008259;8,259;
17,9141407;4766;;0,000372;3,72;
17,9145622;4767;;0,0004215;4,215;
17,9151153;4768;;0,0005531;5,531;
17,9158477;4769;;0,0007324;7,324;
17,9162559;4770;;0,0004082;4,082;
17,9167957;4771;;0,0005398;5,398;
17,9163379;4772;;-0,0004578;-4,578;
17,9166316;4773;;0,0002937;2,937;
17,9179573;4774;;0,0013257;13,257;
17,9174613;4775;;-0,000496;-4,96;
17,9181175;4776;;0,0006562;6,562;
17,9179515;4777;;-0,000166;-1,66;
17,9183197;4778;;0,0003682;3,682;
17,9187107;4779;;0,000391;3,91;
17,9195079;4780;;0,0007972;7,972;
17,9191017;4781;;-0,0004062;-4,062;
17,9203319;4782;;0,0012302;12,302;
17,9203701;4783;;3,82E-05;0,382;
17,9200134;4784;;-0,0003567;-3,567;
17,9208869;4785;;0,0008735;8,735;
17,9208488;4786;;-3,81E-05;-0,381;
17,9216804;4787;;0,0008316;8,316;
17,9223194;4788;;0,000639;6,39;
17,9219665;4789;;-0,0003529;-3,529;
17,9224758;4790;;0,0005093;5,093;
17,9230136;4791;;0,0005378;5,378;
17,9230594;4792;;4,58E-05;0,458;
17,9235839;4793;;0,0005245;5,245;
17,9237251;4794;;0,0001412;1,412;
17,9245147;4795;;0,0007896;7,896;
17,9246997;4796;;0,000185;1,85;
17,9254875;4797;;0,0007878;7,878;
17,9257106;4798;;0,0002231;2,231;
17,9261722;4799;;0,0004616;4,616;
17,9257736;4800;;-0,0003986;-3,986;
17,9268646;4801;;0,001091;10,91;
17,9268722;4802;;7,60E-06;0,076;
17,9272499;4803;;0,0003777;3,777;
17,9281139;4804;;0,000864;8,64;
17,9276733;4805;;-0,0004406;-4,406;
17,9277858;4806;;0,0001125;1,125;
17,9285869;4807;;0,0008011;8,011;
17,9289131;4808;;0,0003262;3,262;
17,9292125;4809;;0,0002994;2,994;
17,928936;4810;;-0,0002765;-2,765;
17,9296054;4811;;0,0006694;6,694;
17,9304485;4812;;0,0008431;8,431;
17,9299678;4813;;-0,0004807;-4,807;
17,9301319;4814;;0,0001641;1,641;
17,9307155;4815;;0,0005836;5,836;
17,9311256;4816;;0,0004101;4,101;
17,9315433;4817;;0,0004177;4,177;
17,931427;4818;;-0,0001163;-1,163;
17,9318733;4819;;0,0004463;4,463;
17,932682;4820;;0,0008087;8,087;
17,9330596;4821;;0,0003776;3,776;
17,9337081;4822;;0,0006485;6,485;
17,9335994;4823;;-0,0001087;-1,087;
17,9336833;4824;;8,39E-05;0,839;
17,9346694;4825;;0,0009861;9,861;
17,9342708;4826;;-0,0003986;-3,986;
17,9347991;4827;;0,0005283;5,283;
17,9354095;4828;;0,0006104;6,104;
17,935503;4829;;9,35E-05;0,935;
17,935688;4830;;0,000185;1,85;
17,9362373;4831;;0,0005493;5,493;
17,9368076;4832;;0,0005703;5,703;
17,9376106;4833;;0,000803;8,03;
17,9376678;4834;;5,72E-05;0,572;
17,9378776;4835;;0,0002098;2,098;
17,9382133;4836;;0,0003357;3,357;
17,9386367;4837;;0,0004234;4,234;
17,9386386;4838;;1,90E-06;0,019;
17,9392833;4839;;0,0006447;6,447;
17,9393901;4840;;0,0001068;1,068;
17,9396324;4841;;0,0002423;2,423;
17,9400424;4842;;0,00041;4,1;
17,940216;4843;;0,0001736;1,736;
17,9403095;4844;;9,35E-05;0,935;
17,9408931;4845;;0,0005836;5,836;
17,941452;4846;;0,0005589;5,589;
17,9415988;4847;;0,0001468;1,468;
17,9416179;4848;;1,91E-05;0,191;
17,9428558;4849;;0,0012379;12,379;
17,9431686;4850;;0,0003128;3,128;
17,9429283;4851;;-0,0002403;-2,403;
17,943531;4852;;0,0006027;6,027;
17,9439201;4853;;0,0003891;3,891;
17,9442768;4854;;0,0003567;3,567;
17,9443149;4855;;3,81E-05;0,381;
17,9450073;4856;;0,0006924;6,924;
17,9452095;4857;;0,0002022;2,022;
17,945568;4858;;0,0003585;3,585;
17,9455146;4859;;-5,34E-05;-0,534;
17,945877;4860;;0,0003624;3,624;
17,9465789;4861;;0,0007019;7,019;
17,946989;4862;;0,0004101;4,101;
17,9469871;4863;;-1,90E-06;-0,019;
17,9475975;4864;;0,0006104;6,104;
17,9476413;4865;;4,38E-05;0,438;
17,9481029;4866;;0,0004616;4,616;
17,9490737;4867;;0,0009708;9,708;
17,9494552;4868;;0,0003815;3,815;
17,9492778;4869;;-0,0001774;-1,774;
17,9493656;4870;;8,78E-05;0,878;
17,9496765;4871;;0,0003109;3,109;
17,9499607;4872;;0,0002842;2,842;
17,950819;4873;;0,0008583;8,583;
17,9508171;4874;;-1,90E-06;-0,019;
17,9511013;4875;;0,0002842;2,842;
17,9513759;4876;;0,0002746;2,746;
17,9513435;4877;;-3,24E-05;-0,324;
17,9519748;4878;;0,0006313;6,313;
17,9525451;4879;;0,0005703;5,703;
17,952795;4880;;0,0002499;2,499;
17,9530887;4881;;0,0002937;2,937;
17,9529342;4882;;-0,0001545;-1,545;
17,9538764;4883;;0,0009422;9,422;
17,9538078;4884;;-6,86E-05;-0,686;
17,9544734;4885;;0,0006656;6,656;
17,95471;4886;;0,0002366;2,366;
17,9550075;4887;;0,0002975;2,975;
17,9552993;4888;;0,0002918;2,918;
17,9559688;4889;;0,0006695;6,695;
17,9562225;4890;;0,0002537;2,537;
17,9561672;4891;;-5,53E-05;-0,553;
17,9573097;4892;;0,0011425;11,425;
17,957201;4893;;-0,0001087;-1,087;
17,9574604;4894;;0,0002594;2,594;
17,9578704;4895;;0,00041;4,1;
17,9584827;4896;;0,0006123;6,123;
17,9588069;4897;;0,0003242;3,242;
17,9589767;4898;;0,0001698;1,698;
17,9590339;4899;;5,72E-05;0,572;
17,9593544;4900;;0,0003205;3,205;
17,9595527;4901;;0,0001983;1,983;
17,9601421;4902;;0,0005894;5,894;
17,9599399;4903;;-0,0002022;-2,022;
17,9601287;4904;;0,0001888;1,888;
17,9607391;4905;;0,0006104;6,104;
17,9614448;4906;;0,0007057;7,057;
17,9616966;4907;;0,0002518;2,518;
17,9624481;4908;;0,0007515;7,515;
17,9623832;4909;;-6,49E-05;-0,649;
17,9622802;4910;;-0,000103;-1,03;
17,9625473;4911;;0,0002671;2,671;
17,9633712;4912;;0,0008239;8,239;
17,9631252;4913;;-0,000246;-2,46;
17,963993;4914;;0,0008678;8,678;
17,9641227;4915;;0,0001297;1,297;
17,9648151;4916;;0,0006924;6,924;
17,9651985;4917;;0,0003834;3,834;
17,9653778;4918;;0,0001793;1,793;
17,9665317;4919;;0,0011539;11,539;
17,9664134;4920;;-0,0001183;-1,183;
17,9663238;4921;;-8,96E-05;-0,896;
17,9664859;4922;;0,0001621;1,621;
17,9668941;4923;;0,0004082;4,082;
17,9672813;4924;;0,0003872;3,872;
17,9676589;4925;;0,0003776;3,776;
17,9676418;4926;;-1,71E-05;-0,171;
17,9686679;4927;;0,0010261;10,261;
17,9692592;4928;;0,0005913;5,913;
17,9689064;4929;;-0,0003528;-3,528;
17,9692707;4930;;0,0003643;3,643;
17,9700756;4931;;0,0008049;8,049;
17,9693946;4932;;-0,000681;-6,81;
17,970087;4933;;0,0006924;6,924;
17,9702491;4934;;0,0001621;1,621;
17,970829;4935;;0,0005799;5,799;
17,9707126;4936;;-0,0001164;-1,164;
17,9718379;4937;;0,0011253;11,253;
17,9722824;4938;;0,0004445;4,445;
17,9721794;4939;;-0,000103;-1,03;
17,9723587;4940;;0,0001793;1,793;
17,9724235;4941;;6,48E-05;0,648;
17,9731693;4942;;0,0007458;7,458;
17,9741706;4943;;0,0010013;10,013;
17,9736442;4944;;-0,0005264;-5,264;
17,9745807;4945;;0,0009365;9,365;
17,9746818;4946;;0,0001011;1,011;
17,9748649;4947;;0,0001831;1,831;
17,9752521;4948;;0,0003872;3,872;
17,975315;4949;;6,29E-05;0,629;
17,9750556;4950;;-0,0002594;-2,594;
17,9759693;4951;;0,0009137;9,137;
17,9766063;4952;;0,000637;6,37;
17,9764709;4953;;-0,0001354;-1,354;
17,9770278;4954;;0,0005569;5,569;
17,9776325;4955;;0,0006047;6,047;
17,9777164;4956;;8,39E-05;0,839;
17,9787368;4957;;0,0010204;10,204;
17,9788169;4958;;8,01E-05;0,801;
17,9791126;4959;;0,0002957;2,957;
17,9794998;4960;;0,0003872;3,872;
17,9802036;4961;;0,0007038;7,038;
17,9795818;4962;;-0,0006218;-6,218;
17,9798355;4963;;0,0002537;2,537;
17,9798126;4964;;-2,29E-05;-0,229;
17,9804267;4965;;0,0006141;6,141;
17,9808521;4966;;0,0004254;4,254;
17,9816894;4967;;0,0008373;8,373;
17,9821033;4968;;0,0004139;4,139;
17,9818992;4969;;-0,0002041;-2,041;
17,9827327;4970;;0,0008335;8,335;
17,9827003;4971;;-3,24E-05;-0,324;
17,9837341;4972;;0,0010338;10,338;
17,9831314;4973;;-0,0006027;-6,027;
17,9837055;4974;;0,0005741;5,741;
17,9837913;4975;;8,58E-05;0,858;
17,9839134;4976;;0,0001221;1,221;
17,9843463;4977;;0,0004329;4,329;
17,9844093;4978;;6,30E-05;0,63;
17,9851799;4979;;0,0007706;7,706;
17,9860229;4980;;0,000843;8,43;
17,9859848;4981;;-3,81E-05;-0,381;
17,9857482;4982;;-0,0002366;-2,366;
17,9863853;4983;;0,0006371;6,371;
17,9867267;4984;;0,0003414;3,414;
17,9873695;4985;;0,0006428;6,428;
17,9874839;4986;;0,0001144;1,144;
17,9872722;4987;;-0,0002117;-2,117;
17,9879493;4988;;0,0006771;6,771;
17,9885387;4989;;0,0005894;5,894;
17,9889488;4990;;0,0004101;4,101;
17,989849;4991;;0,0009002;9,002;
17,9903278;4992;;0,0004788;4,788;
17,9896183;4993;;-0,0007095;-7,095;
17,9900436;4994;;0,0004253;4,253;
17,9906749;4995;;0,0006313;6,313;
17,9905014;4996;;-0,0001735;-1,735;
17,9908885;4997;;0,0003871;3,871;
17,9909877;4998;;9,92E-05;0,992;
17,9919281;4999;;0,0009404;9,404;
